Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,484,Mexico,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,112.0,,5003,,,0
HS,2014,201404,April 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,3772014.0,,4780239,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2405.0,,7604,,,0
HS,2014,201404,April 2014,4,0,1,Imports,826,United Kingdom,,598,Papua New Guinea,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,17152833.0,,15785881,,,0
HS,2014,201404,April 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1452.0,,2000,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,14717.0,,31265,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,123.0,,1687,,,0
HS,2014,201404,April 2014,4,0,1,Imports,826,United Kingdom,,694,Sierra Leone,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,39026.0,,38140,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,699,India,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,160.0,,6197,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,83.0,,763,,,0
HS,2014,201404,April 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,111112.0,,335159,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,21185.0,,74177,,,0
HS,2014,201404,April 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2156.0,,9399,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,28498343.0,,28891074,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1740096.0,,3056769,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1814.0,,5834,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1362.0,,4516,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,76,Brazil,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,644.0,,42620,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,7.0,,15,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1750.0,,21326,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2514.0,,2620,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,289.0,,2442,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,218,Ecuador,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,24447.0,,43046,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,59870.0,,87602,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2766.0,,9531,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,29378.0,,74123,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,694434.0,,1019367,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,260584.0,,337596,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,288,Ghana,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,49939.0,,62092,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,25.0,,42,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,360,Indonesia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1489214.0,,1294040,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1168721.0,,1962064,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,19488.0,,47859,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,54.0,,2484,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,5000.0,,19530,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,700.0,,1399,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,458,Malaysia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1951342.0,,1767341,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,5190447.0,,6387392,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,10741.0,,24440,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,598,Papua New Guinea,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,18617744.0,,17810612,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1452.0,,2000,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,12083.0,,23361,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2909.0,,5977,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,67.0,,376,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,694,Sierra Leone,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,21005.0,,5963,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,72.0,,647,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,710,South Africa,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,12.0,,1367,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,455553.0,,489691,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,35490.0,,100329,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,122446.0,,189282,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,818,Egypt,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2500.0,,11320,,,0
HS,2014,201405,May 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1576.0,,87600,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,26319845.0,,25941229,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2029918.0,,3429534,,,0
HS,2014,201406,June 2014,4,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,37.0,,2042,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,32,Argentina,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1000.0,,3786,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,7000.0,,12543,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,72.0,,350,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,13.0,,100,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,6943.0,,22066,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,90,Solomon Isds,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2496349.0,,2473213,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,170,Colombia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,15120.0,,31345,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,500.0,,805,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,6.0,,32,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,204.0,,1596,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,25357.0,,34792,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2719.0,,6393,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,34129.0,,100489,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,278341.0,,377970,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,323884.0,,459678,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,288,Ghana,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,61092.0,,150891,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,44.0,,306,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,360,Indonesia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,5488877.0,,4974138,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1520644.0,,2465074,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,29310.0,,73907,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,400,Jordan,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,10000.0,,17124,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1400.0,,2645,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,3.0,,12,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,458,Malaysia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2788759.0,,2818872,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,4663378.0,,5814767,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,8292.0,,23769,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,598,Papua New Guinea,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,10038207.0,,8739940,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2904.0,,4038,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,17551.0,,37833,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,272.0,,492,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2855.0,,5714,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,694,Sierra Leone,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,19892.0,,6009,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,699,India,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,60.0,,3311,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,463885.0,,541018,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,18229.0,,80294,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,35.0,,1866,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,650.0,,5597,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,826,United Kingdom,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,37.0,,2042,,,0
HS,2014,201406,June 2014,4,0,4,Re-imports,826,United Kingdom,,826,United Kingdom,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,37.0,,2042,,,0
HS,2014,201406,June 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,21750.0,,75948,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,52083853.0,,60149143,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1012110.0,,1812816,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,3682.0,,7780,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,20.0,,24,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,26.0,,280,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,90,Solomon Isds,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,3768779.0,,3489503,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,7.0,,15,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,120,Cameroon,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1901.0,,1098,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,386.0,,3640,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,218,Ecuador,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,23874.0,,44652,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,23331.0,,31235,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,6116.0,,22412,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,50681.0,,125440,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,450781.0,,546202,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,179964.0,,240954,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,288,Ghana,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,21317.0,,55621,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,360,Indonesia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,18915046.0,,18787869,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,619495.0,,1021853,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,376,Israel,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1695.0,,1197,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,38750.0,,94395,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,13.0,,34,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,458,Malaysia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2737089.0,,3060576,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,5967053.0,,7431896,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,3308.0,,6371,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,598,Papua New Guinea,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,19784764.0,,26228226,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,726.0,,980,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,63402.0,,112115,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2933.0,,5612,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,36.0,,220,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,694,Sierra Leone,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,17500.0,,29661,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,72.0,,642,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,388887.0,,450424,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,19127.0,,67235,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,192.0,,717,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2200.0,,21369,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,250.0,,12657,,,0
HS,2014,201407,July 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,2560.0,,59055,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,14478112.0,,14706640,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1215881.0,,2008623,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,6000.0,,10623,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,13321.0,,28414,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,380.0,,1226,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,12007.0,,37988,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,76,Brazil,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,154.0,,7581,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,120,Cameroon,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,10000.0,,6983,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,170,Colombia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,20700.0,,42966,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,1626.0,,1545,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,233,Estonia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,21.0,,45,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,29489.0,,46608,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,40791.0,,84518,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,533002.0,,623616,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,198035.0,,275499,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,288,Ghana,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,48934.0,,109934,,,0
HS,2014,201408,August 2014,4,0,1,Imports,826,United Kingdom,,360,Indonesia,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,4599931.0,,4107178,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,791078.0,,1195999,,,0
HS,2014,201408,August 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,1511,"Palm oil and its fractions, not chemically modified",0,,,,,,24364.0,,60792,,,0
